ir,rgb
infrared/000647.jpg,visible/000647.jpg
infrared/000648.jpg,visible/000648.jpg
infrared/000649.jpg,visible/000649.jpg
infrared/000650.jpg,visible/000650.jpg
infrared/000651.jpg,visible/000651.jpg
infrared/000652.jpg,visible/000652.jpg
infrared/000653.jpg,visible/000653.jpg
infrared/000654.jpg,visible/000654.jpg
infrared/000655.jpg,visible/000655.jpg
infrared/000656.jpg,visible/000656.jpg
infrared/000657.jpg,visible/000657.jpg
infrared/000658.jpg,visible/000658.jpg
infrared/000659.jpg,visible/000659.jpg
infrared/000660.jpg,visible/000660.jpg
infrared/000661.jpg,visible/000661.jpg
infrared/000662.jpg,visible/000662.jpg
infrared/000663.jpg,visible/000663.jpg
infrared/000664.jpg,visible/000664.jpg
infrared/000665.jpg,visible/000665.jpg
infrared/000666.jpg,visible/000666.jpg
infrared/000667.jpg,visible/000667.jpg
infrared/000668.jpg,visible/000668.jpg
infrared/000669.jpg,visible/000669.jpg
infrared/000670.jpg,visible/000670.jpg
infrared/000671.jpg,visible/000671.jpg
infrared/000672.jpg,visible/000672.jpg
infrared/000673.jpg,visible/000673.jpg
infrared/000674.jpg,visible/000674.jpg
infrared/000675.jpg,visible/000675.jpg
infrared/000676.jpg,visible/000676.jpg
infrared/000677.jpg,visible/000677.jpg
infrared/000678.jpg,visible/000678.jpg
infrared/000679.jpg,visible/000679.jpg
infrared/000680.jpg,visible/000680.jpg
infrared/000681.jpg,visible/000681.jpg
infrared/000682.jpg,visible/000682.jpg
infrared/000683.jpg,visible/000683.jpg
infrared/000684.jpg,visible/000684.jpg
infrared/000685.jpg,visible/000685.jpg
infrared/000686.jpg,visible/000686.jpg
infrared/000687.jpg,visible/000687.jpg
infrared/000688.jpg,visible/000688.jpg
infrared/000689.jpg,visible/000689.jpg
infrared/000690.jpg,visible/000690.jpg
infrared/000691.jpg,visible/000691.jpg
infrared/000692.jpg,visible/000692.jpg
infrared/000693.jpg,visible/000693.jpg
infrared/000694.jpg,visible/000694.jpg
infrared/000695.jpg,visible/000695.jpg
infrared/000696.jpg,visible/000696.jpg
infrared/000697.jpg,visible/000697.jpg
infrared/000698.jpg,visible/000698.jpg
infrared/000699.jpg,visible/000699.jpg
infrared/000700.jpg,visible/000700.jpg
infrared/000701.jpg,visible/000701.jpg
infrared/000702.jpg,visible/000702.jpg
infrared/000703.jpg,visible/000703.jpg
infrared/000704.jpg,visible/000704.jpg
infrared/000705.jpg,visible/000705.jpg
infrared/000706.jpg,visible/000706.jpg
infrared/000707.jpg,visible/000707.jpg
infrared/000708.jpg,visible/000708.jpg
infrared/000709.jpg,visible/000709.jpg
infrared/000710.jpg,visible/000710.jpg
infrared/000711.jpg,visible/000711.jpg
infrared/000712.jpg,visible/000712.jpg
infrared/000713.jpg,visible/000713.jpg
infrared/000714.jpg,visible/000714.jpg
infrared/000715.jpg,visible/000715.jpg
infrared/000716.jpg,visible/000716.jpg
